GalaxyID,disc,spiral,elliptical,round,other
100887.0,0.0,0.0,0.0,0.0,1.0
100894.0,1.0,0.0,0.0,0.0,0.0
100938.0,0.0,0.0,0.0,0.0,1.0
100951.0,0.0,0.0,0.0,0.0,1.0
100986.0,0.0,0.0,0.0,0.0,1.0
101007.0,1.0,0.0,0.0,0.0,0.0
101061.0,0.0,0.0,0.0,0.0,1.0
101074.0,0.0,0.0,0.0,0.0,1.0
101092.0,0.0,0.0,0.0,0.0,1.0
101127.0,0.0,0.0,0.0,0.0,1.0
101133.0,0.0,0.0,0.0,0.0,1.0
101135.0,0.0,0.0,0.0,0.0,1.0
101140.0,0.0,0.0,0.0,0.0,1.0
101151.0,0.0,0.0,0.0,1.0,0.0
101164.0,0.0,0.0,0.0,0.0,1.0
101166.0,0.0,0.0,0.0,0.0,1.0
101181.0,0.0,0.0,0.0,0.0,1.0
101232.0,0.0,0.0,0.0,0.0,1.0
101239.0,0.0,0.0,0.0,0.0,1.0
101244.0,0.0,0.0,0.0,0.0,1.0
101246.0,0.0,0.0,0.0,1.0,0.0
101247.0,0.0,0.0,0.0,1.0,0.0
101251.0,0.0,0.0,0.0,1.0,0.0
101275.0,0.0,0.0,0.0,0.0,1.0
101283.0,0.0,0.0,0.0,1.0,0.0
101286.0,0.0,0.0,0.0,0.0,1.0
101290.0,0.0,0.0,0.0,0.0,1.0
101291.0,0.0,0.0,0.0,0.0,1.0
101296.0,0.0,0.0,0.0,1.0,0.0
101298.0,1.0,0.0,0.0,0.0,0.0
101306.0,0.0,0.0,0.0,0.0,1.0
101307.0,0.0,0.0,0.0,0.0,1.0
101315.0,0.0,0.0,0.0,0.0,1.0
101324.0,0.0,0.0,0.0,0.0,1.0
101325.0,0.0,0.0,0.0,1.0,0.0
101355.0,0.0,0.0,0.0,0.0,1.0
101358.0,1.0,0.0,0.0,0.0,0.0
101371.0,0.0,0.0,0.0,1.0,0.0
101374.0,0.0,0.0,0.0,0.0,1.0
101375.0,0.0,0.0,0.0,0.0,1.0
101427.0,1.0,0.0,0.0,0.0,0.0
101469.0,0.0,0.0,0.0,0.0,1.0
101493.0,0.0,0.0,0.0,0.0,1.0
101501.0,0.0,0.0,0.0,0.0,1.0
101502.0,0.0,0.0,0.0,1.0,0.0
101518.0,0.0,0.0,0.0,1.0,0.0
101538.0,0.0,0.0,0.0,0.0,1.0
101548.0,0.0,0.0,0.0,1.0,0.0
101549.0,0.0,0.0,0.0,0.0,1.0
101563.0,0.0,0.0,0.0,0.0,1.0
101564.0,1.0,0.0,0.0,0.0,0.0
101572.0,0.0,0.0,0.0,0.0,1.0
101589.0,0.0,0.0,0.0,0.0,1.0
101591.0,1.0,0.0,0.0,0.0,0.0
101595.0,0.0,0.0,0.0,0.0,1.0
101597.0,0.0,0.0,0.0,0.0,1.0
101599.0,0.0,0.0,0.0,0.0,1.0
101623.0,0.0,0.0,0.0,0.0,1.0
101627.0,0.0,0.0,0.0,1.0,0.0
101651.0,0.0,0.0,0.0,0.0,1.0
101654.0,0.0,0.0,0.0,0.0,1.0
101660.0,0.0,0.0,0.0,0.0,1.0
101666.0,0.0,0.0,0.0,0.0,1.0
101685.0,0.0,0.0,0.0,0.0,1.0
101695.0,0.0,0.0,0.0,0.0,1.0
101701.0,0.0,0.0,0.0,0.0,1.0
101718.0,0.0,0.0,0.0,0.0,1.0
101754.0,0.0,0.0,0.0,1.0,0.0
101756.0,0.0,0.0,0.0,0.0,1.0
101762.0,0.0,0.0,0.0,0.0,1.0
101774.0,0.0,0.0,0.0,0.0,1.0
101787.0,0.0,0.0,0.0,0.0,1.0
101788.0,0.0,0.0,0.0,0.0,1.0
101798.0,0.0,0.0,0.0,0.0,1.0
101804.0,1.0,0.0,0.0,0.0,0.0
101807.0,0.0,0.0,0.0,0.0,1.0
101816.0,0.0,0.0,0.0,0.0,1.0
101848.0,0.0,0.0,0.0,0.0,1.0
101854.0,0.0,0.0,0.0,1.0,0.0
101858.0,0.0,0.0,0.0,0.0,1.0
101875.0,0.0,0.0,0.0,0.0,1.0
101893.0,0.0,0.0,0.0,0.0,1.0
101941.0,0.0,0.0,0.0,0.0,1.0
101943.0,0.0,0.0,0.0,1.0,0.0
101955.0,0.0,0.0,0.0,0.0,1.0
101971.0,0.0,0.0,0.0,1.0,0.0
101980.0,0.0,0.0,0.0,0.0,1.0
101991.0,1.0,0.0,0.0,0.0,0.0
101995.0,0.0,0.0,0.0,0.0,1.0
101997.0,0.0,0.0,0.0,0.0,1.0
102000.0,0.0,0.0,0.0,1.0,0.0
102015.0,0.0,0.0,0.0,0.0,1.0
102021.0,0.0,0.0,0.0,0.0,1.0
102027.0,0.0,0.0,0.0,0.0,1.0
102040.0,1.0,0.0,0.0,0.0,0.0
102046.0,0.0,0.0,0.0,0.0,1.0
102047.0,1.0,0.0,0.0,0.0,0.0
102113.0,0.0,0.0,0.0,0.0,1.0
102115.0,0.0,0.0,0.0,0.0,1.0
102159.0,0.0,0.0,0.0,0.0,1.0
102174.0,0.0,0.0,0.0,0.0,1.0
102176.0,0.0,0.0,0.0,0.0,1.0
102182.0,0.0,0.0,0.0,1.0,0.0
102243.0,1.0,0.0,0.0,0.0,0.0
102260.0,0.0,0.0,0.0,1.0,0.0
102271.0,1.0,0.0,0.0,0.0,0.0
102295.0,0.0,0.0,0.0,1.0,0.0
102328.0,0.0,0.0,0.0,0.0,1.0
102347.0,0.0,0.0,0.0,1.0,0.0
102371.0,0.0,0.0,0.0,1.0,0.0
102391.0,0.0,0.0,0.0,0.0,1.0
102402.0,1.0,0.0,0.0,0.0,0.0
102406.0,0.0,0.0,0.0,0.0,1.0
102407.0,0.0,0.0,0.0,0.0,1.0
102422.0,1.0,0.0,0.0,0.0,0.0
102433.0,1.0,0.0,0.0,0.0,0.0
102471.0,0.0,0.0,0.0,1.0,0.0
102474.0,0.0,0.0,0.0,0.0,1.0
102481.0,0.0,0.0,0.0,1.0,0.0
102513.0,0.0,0.0,0.0,1.0,0.0
102556.0,0.0,0.0,0.0,1.0,0.0
102595.0,1.0,0.0,0.0,0.0,0.0
102602.0,0.0,0.0,0.0,0.0,1.0
102616.0,0.0,0.0,0.0,0.0,1.0
102642.0,0.0,0.0,0.0,1.0,0.0
102649.0,0.0,0.0,0.0,0.0,1.0
102657.0,0.0,0.0,0.0,0.0,1.0
102699.0,0.0,0.0,0.0,0.0,1.0
102701.0,0.0,0.0,0.0,0.0,1.0
102729.0,0.0,0.0,0.0,0.0,1.0
102731.0,0.0,0.0,0.0,1.0,0.0
102735.0,0.0,0.0,0.0,0.0,1.0
102742.0,1.0,0.0,0.0,0.0,0.0
102743.0,0.0,0.0,0.0,1.0,0.0
102765.0,0.0,0.0,0.0,0.0,1.0
102770.0,0.0,0.0,0.0,1.0,0.0
102799.0,0.0,0.0,0.0,1.0,0.0
102804.0,0.0,0.0,0.0,1.0,0.0
102808.0,0.0,0.0,0.0,1.0,0.0
102812.0,0.0,0.0,0.0,0.0,1.0
102822.0,1.0,0.0,0.0,0.0,0.0
102834.0,0.0,0.0,0.0,1.0,0.0
102839.0,0.0,0.0,0.0,0.0,1.0
102843.0,0.0,0.0,0.0,1.0,0.0
102863.0,0.0,0.0,0.0,0.0,1.0
102871.0,0.0,0.0,0.0,0.0,1.0
102874.0,0.0,0.0,0.0,0.0,1.0
102919.0,0.0,0.0,0.0,0.0,1.0
102928.0,0.0,0.0,0.0,1.0,0.0
102933.0,0.0,0.0,0.0,0.0,1.0
102964.0,0.0,0.0,0.0,0.0,1.0
102974.0,0.0,0.0,0.0,0.0,1.0
102977.0,0.0,0.0,0.0,1.0,0.0
102982.0,0.0,0.0,0.0,0.0,1.0
102990.0,0.0,0.0,0.0,0.0,1.0
102998.0,0.0,0.0,0.0,0.0,1.0
103019.0,0.0,0.0,0.0,0.0,1.0
103037.0,0.0,0.0,0.0,0.0,1.0
103040.0,0.0,0.0,0.0,0.0,1.0
103072.0,0.0,0.0,0.0,0.0,1.0
103075.0,1.0,0.0,0.0,0.0,0.0
103132.0,0.0,0.0,0.0,0.0,1.0
103159.0,0.0,0.0,0.0,0.0,1.0
103167.0,0.0,0.0,0.0,0.0,1.0
103191.0,0.0,0.0,0.0,1.0,0.0
103224.0,0.0,0.0,0.0,1.0,0.0
103233.0,0.0,0.0,0.0,0.0,1.0
103246.0,0.0,0.0,0.0,0.0,1.0
103255.0,0.0,0.0,0.0,0.0,1.0
103260.0,0.0,0.0,0.0,1.0,0.0
103318.0,0.0,0.0,0.0,0.0,1.0
103323.0,0.0,0.0,0.0,0.0,1.0
103348.0,0.0,0.0,0.0,0.0,1.0
103353.0,0.0,0.0,0.0,0.0,1.0
103354.0,0.0,0.0,0.0,1.0,0.0
103356.0,1.0,0.0,0.0,0.0,0.0
103373.0,0.0,0.0,0.0,0.0,1.0
103386.0,0.0,0.0,0.0,0.0,1.0
103393.0,0.0,0.0,0.0,0.0,1.0
103444.0,0.0,0.0,0.0,0.0,1.0
103445.0,0.0,0.0,0.0,0.0,1.0
103491.0,0.0,0.0,0.0,0.0,1.0
103500.0,0.0,0.0,0.0,1.0,0.0
103503.0,0.0,0.0,0.0,0.0,1.0
103520.0,1.0,0.0,0.0,0.0,0.0
103523.0,1.0,0.0,0.0,0.0,0.0
103533.0,1.0,0.0,0.0,0.0,0.0
103547.0,0.0,0.0,0.0,0.0,1.0
103561.0,0.0,0.0,0.0,0.0,1.0
103577.0,0.0,0.0,0.0,1.0,0.0
103592.0,0.0,0.0,0.0,0.0,1.0
103610.0,0.0,0.0,0.0,1.0,0.0
103626.0,0.0,0.0,0.0,0.0,1.0
103645.0,0.0,0.0,0.0,1.0,0.0
103646.0,0.0,0.0,0.0,1.0,0.0
103707.0,0.0,0.0,0.0,1.0,0.0
103718.0,0.0,0.0,0.0,0.0,1.0
103731.0,0.0,0.0,0.0,0.0,1.0
103750.0,0.0,0.0,0.0,0.0,1.0
103751.0,0.0,0.0,0.0,0.0,1.0
103754.0,0.0,0.0,0.0,0.0,1.0
103758.0,0.0,0.0,0.0,0.0,1.0
103769.0,0.0,0.0,0.0,0.0,1.0
103787.0,0.0,0.0,0.0,0.0,1.0
103818.0,1.0,0.0,0.0,0.0,0.0
103819.0,0.0,0.0,0.0,1.0,0.0
103824.0,0.0,0.0,0.0,0.0,1.0
103882.0,1.0,0.0,0.0,0.0,0.0
103900.0,0.0,0.0,0.0,1.0,0.0
103902.0,0.0,0.0,0.0,1.0,0.0
103904.0,0.0,0.0,0.0,1.0,0.0
103907.0,0.0,0.0,0.0,0.0,1.0
103950.0,1.0,0.0,0.0,0.0,0.0
103955.0,0.0,0.0,0.0,0.0,1.0
103974.0,0.0,0.0,0.0,0.0,1.0
103979.0,0.0,0.0,0.0,0.0,1.0
103999.0,0.0,0.0,0.0,0.0,1.0
104001.0,0.0,0.0,0.0,0.0,1.0
104008.0,0.0,0.0,0.0,0.0,1.0
104020.0,1.0,0.0,0.0,0.0,0.0
104040.0,1.0,0.0,0.0,0.0,0.0
104041.0,0.0,0.0,0.0,0.0,1.0
104096.0,0.0,0.0,0.0,0.0,1.0
104110.0,0.0,0.0,0.0,0.0,1.0
104131.0,0.0,0.0,0.0,0.0,1.0
104141.0,0.0,0.0,0.0,0.0,1.0
104143.0,0.0,0.0,0.0,0.0,1.0
104159.0,0.0,0.0,0.0,0.0,1.0
104173.0,0.0,0.0,0.0,0.0,1.0
104196.0,0.0,0.0,0.0,0.0,1.0
104212.0,0.0,0.0,0.0,0.0,1.0
104216.0,0.0,0.0,0.0,0.0,1.0
104222.0,0.0,0.0,0.0,0.0,1.0
104234.0,1.0,0.0,0.0,0.0,0.0
104243.0,0.0,0.0,0.0,0.0,1.0
104253.0,0.0,0.0,0.0,1.0,0.0
104267.0,0.0,0.0,0.0,0.0,1.0
104268.0,0.0,0.0,0.0,0.0,1.0
104279.0,1.0,0.0,0.0,0.0,0.0
104281.0,0.0,0.0,0.0,1.0,0.0
104287.0,0.0,0.0,0.0,0.0,1.0
104310.0,0.0,0.0,0.0,0.0,1.0
104314.0,0.0,0.0,0.0,0.0,1.0
104317.0,0.0,0.0,0.0,0.0,1.0
104354.0,0.0,0.0,0.0,0.0,1.0
104365.0,0.0,0.0,0.0,0.0,1.0
104387.0,0.0,0.0,0.0,0.0,1.0
104389.0,0.0,0.0,0.0,0.0,1.0
104398.0,0.0,0.0,0.0,0.0,1.0
104414.0,0.0,0.0,0.0,1.0,0.0
104420.0,1.0,0.0,0.0,0.0,0.0
104422.0,0.0,0.0,0.0,1.0,0.0
104440.0,0.0,0.0,0.0,0.0,1.0
104460.0,0.0,0.0,0.0,0.0,1.0
104478.0,0.0,0.0,0.0,0.0,1.0
104516.0,0.0,0.0,0.0,0.0,1.0
104536.0,1.0,0.0,0.0,0.0,0.0
104540.0,0.0,0.0,0.0,0.0,1.0
104589.0,0.0,0.0,0.0,0.0,1.0
104602.0,0.0,0.0,0.0,0.0,1.0
104608.0,0.0,0.0,0.0,0.0,1.0
104610.0,0.0,0.0,0.0,0.0,1.0
104611.0,0.0,0.0,0.0,0.0,1.0
104612.0,0.0,0.0,0.0,0.0,1.0
104624.0,0.0,0.0,0.0,0.0,1.0
104703.0,0.0,0.0,0.0,1.0,0.0
104709.0,0.0,0.0,0.0,1.0,0.0
104721.0,0.0,0.0,0.0,0.0,1.0
104723.0,0.0,0.0,0.0,0.0,1.0
104751.0,0.0,0.0,0.0,0.0,1.0
104764.0,0.0,0.0,0.0,0.0,1.0
104769.0,0.0,0.0,0.0,0.0,1.0
104784.0,0.0,0.0,0.0,0.0,1.0
104788.0,0.0,0.0,0.0,0.0,1.0
104819.0,0.0,0.0,0.0,0.0,1.0
104830.0,0.0,0.0,0.0,0.0,1.0
104920.0,0.0,0.0,0.0,0.0,1.0
104929.0,0.0,0.0,0.0,1.0,0.0
104934.0,1.0,0.0,0.0,0.0,0.0
104962.0,0.0,0.0,0.0,0.0,1.0
104977.0,0.0,0.0,0.0,1.0,0.0
104988.0,0.0,0.0,0.0,0.0,1.0
104991.0,1.0,0.0,0.0,0.0,0.0
105009.0,1.0,0.0,0.0,0.0,0.0
105014.0,0.0,0.0,0.0,0.0,1.0
105020.0,0.0,0.0,0.0,1.0,0.0
105028.0,0.0,0.0,0.0,0.0,1.0
105056.0,0.0,0.0,0.0,0.0,1.0
105069.0,1.0,0.0,0.0,0.0,0.0
105070.0,0.0,0.0,0.0,0.0,1.0
105082.0,0.0,0.0,0.0,0.0,1.0
105088.0,0.0,0.0,0.0,0.0,1.0
105092.0,0.0,0.0,0.0,1.0,0.0
105117.0,0.0,0.0,0.0,0.0,1.0
105165.0,0.0,0.0,0.0,0.0,1.0
105201.0,0.0,0.0,0.0,0.0,1.0
105216.0,1.0,0.0,0.0,0.0,0.0
105218.0,1.0,0.0,0.0,0.0,0.0
105221.0,0.0,0.0,0.0,0.0,1.0
105257.0,1.0,0.0,0.0,0.0,0.0
105258.0,0.0,0.0,0.0,0.0,1.0
105279.0,0.0,0.0,0.0,1.0,0.0
105314.0,0.0,0.0,0.0,0.0,1.0
105331.0,0.0,0.0,0.0,0.0,1.0
105334.0,0.0,0.0,0.0,0.0,1.0
105354.0,0.0,0.0,0.0,0.0,1.0
105364.0,0.0,0.0,0.0,0.0,1.0
105365.0,0.0,0.0,0.0,0.0,1.0
105381.0,0.0,0.0,0.0,0.0,1.0
105417.0,0.0,0.0,0.0,0.0,1.0
105447.0,0.0,0.0,0.0,1.0,0.0
105459.0,0.0,0.0,0.0,0.0,1.0
105497.0,1.0,0.0,0.0,0.0,0.0
105500.0,0.0,0.0,0.0,0.0,1.0
105507.0,0.0,0.0,0.0,1.0,0.0
105513.0,0.0,0.0,0.0,0.0,1.0
105529.0,0.0,0.0,0.0,0.0,1.0
105539.0,0.0,0.0,0.0,0.0,1.0
105541.0,0.0,0.0,0.0,1.0,0.0
105572.0,1.0,0.0,0.0,0.0,0.0
105576.0,0.0,0.0,0.0,0.0,1.0
105581.0,0.0,0.0,0.0,0.0,1.0
105613.0,0.0,0.0,0.0,0.0,1.0
105631.0,1.0,0.0,0.0,0.0,0.0
105648.0,0.0,0.0,0.0,0.0,1.0
105653.0,1.0,0.0,0.0,0.0,0.0
105700.0,0.0,0.0,0.0,0.0,1.0
105743.0,0.0,0.0,0.0,0.0,1.0
105755.0,0.0,0.0,0.0,1.0,0.0
105757.0,0.0,0.0,0.0,1.0,0.0
105758.0,0.0,0.0,0.0,0.0,1.0
105762.0,0.0,0.0,0.0,0.0,1.0
105764.0,0.0,0.0,0.0,0.0,1.0
105772.0,0.0,0.0,0.0,1.0,0.0
105774.0,0.0,0.0,0.0,0.0,1.0
105787.0,0.0,0.0,0.0,0.0,1.0
105797.0,0.0,0.0,0.0,0.0,1.0
105846.0,1.0,0.0,0.0,0.0,0.0
105868.0,0.0,0.0,0.0,1.0,0.0
105870.0,0.0,0.0,0.0,0.0,1.0
105879.0,1.0,0.0,0.0,0.0,0.0
105881.0,0.0,0.0,0.0,0.0,1.0
105900.0,0.0,0.0,0.0,0.0,1.0
105902.0,0.0,0.0,0.0,0.0,1.0
105925.0,1.0,0.0,0.0,0.0,0.0
105940.0,0.0,0.0,0.0,0.0,1.0
105973.0,1.0,0.0,0.0,0.0,0.0
105983.0,1.0,0.0,0.0,0.0,0.0
105984.0,1.0,0.0,0.0,0.0,0.0
105986.0,0.0,0.0,0.0,0.0,1.0
105991.0,0.0,0.0,0.0,0.0,1.0
106000.0,0.0,0.0,0.0,1.0,0.0
106018.0,0.0,0.0,0.0,0.0,1.0
106028.0,0.0,0.0,0.0,1.0,0.0
106039.0,1.0,0.0,0.0,0.0,0.0
106040.0,0.0,0.0,0.0,1.0,0.0
106044.0,0.0,0.0,0.0,1.0,0.0
106049.0,0.0,0.0,0.0,0.0,1.0
106059.0,0.0,0.0,0.0,0.0,1.0
106079.0,1.0,0.0,0.0,0.0,0.0
106105.0,0.0,0.0,0.0,0.0,1.0
106124.0,0.0,0.0,0.0,0.0,1.0
106147.0,0.0,0.0,0.0,1.0,0.0
106165.0,0.0,0.0,0.0,0.0,1.0
106170.0,0.0,0.0,0.0,0.0,1.0
106176.0,0.0,0.0,0.0,0.0,1.0
106199.0,0.0,0.0,0.0,0.0,1.0
106205.0,0.0,0.0,0.0,0.0,1.0
106206.0,0.0,0.0,0.0,1.0,0.0
106230.0,0.0,0.0,0.0,0.0,1.0
106263.0,0.0,0.0,0.0,0.0,1.0
106275.0,0.0,0.0,0.0,0.0,1.0
106298.0,0.0,0.0,0.0,0.0,1.0
106355.0,1.0,0.0,0.0,0.0,0.0
106357.0,0.0,0.0,0.0,0.0,1.0
106388.0,0.0,0.0,0.0,0.0,1.0
106390.0,0.0,0.0,0.0,0.0,1.0
106409.0,0.0,0.0,0.0,0.0,1.0
106429.0,0.0,0.0,0.0,0.0,1.0
106432.0,0.0,0.0,0.0,0.0,1.0
106463.0,0.0,0.0,0.0,1.0,0.0
106471.0,0.0,0.0,0.0,0.0,1.0
106499.0,0.0,0.0,0.0,0.0,1.0
106514.0,0.0,0.0,0.0,0.0,1.0
106544.0,0.0,0.0,0.0,1.0,0.0
106612.0,0.0,0.0,0.0,1.0,0.0
106621.0,0.0,0.0,0.0,0.0,1.0
106646.0,0.0,0.0,0.0,0.0,1.0
106652.0,0.0,0.0,0.0,0.0,1.0
106664.0,0.0,0.0,0.0,0.0,1.0
106670.0,0.0,0.0,0.0,0.0,1.0
106689.0,0.0,0.0,0.0,0.0,1.0
106694.0,0.0,0.0,0.0,0.0,1.0
106705.0,0.0,0.0,0.0,0.0,1.0
106725.0,0.0,0.0,0.0,0.0,1.0
106739.0,0.0,0.0,0.0,0.0,1.0
106749.0,0.0,0.0,0.0,1.0,0.0
106773.0,0.0,0.0,0.0,1.0,0.0
106777.0,0.0,0.0,0.0,0.0,1.0
106781.0,0.0,0.0,0.0,1.0,0.0
106784.0,1.0,0.0,0.0,0.0,0.0
106788.0,0.0,0.0,0.0,0.0,1.0
106800.0,0.0,0.0,0.0,1.0,0.0
106803.0,1.0,0.0,0.0,0.0,0.0
106812.0,0.0,0.0,0.0,1.0,0.0
106819.0,0.0,0.0,0.0,0.0,1.0
106829.0,0.0,0.0,0.0,1.0,0.0
106841.0,0.0,0.0,0.0,0.0,1.0
106882.0,0.0,0.0,0.0,0.0,1.0
106885.0,0.0,0.0,0.0,0.0,1.0
106886.0,0.0,0.0,0.0,0.0,1.0
106896.0,0.0,0.0,0.0,0.0,1.0
106919.0,0.0,0.0,0.0,0.0,1.0
106923.0,0.0,0.0,0.0,0.0,1.0
106931.0,1.0,0.0,0.0,0.0,0.0
106944.0,0.0,0.0,0.0,0.0,1.0
106973.0,0.0,0.0,0.0,0.0,1.0
106986.0,0.0,0.0,0.0,0.0,1.0
107012.0,1.0,0.0,0.0,0.0,0.0
107019.0,0.0,0.0,0.0,1.0,0.0
107055.0,0.0,0.0,0.0,0.0,1.0
107064.0,1.0,0.0,0.0,0.0,0.0
107084.0,1.0,0.0,0.0,0.0,0.0
107106.0,0.0,0.0,0.0,1.0,0.0
107117.0,0.0,0.0,0.0,0.0,1.0
107143.0,0.0,0.0,0.0,0.0,1.0
107159.0,1.0,0.0,0.0,0.0,0.0
107193.0,1.0,0.0,0.0,0.0,0.0
107197.0,0.0,0.0,0.0,0.0,1.0
107202.0,1.0,0.0,0.0,0.0,0.0
107229.0,0.0,0.0,0.0,0.0,1.0
107231.0,0.0,0.0,0.0,0.0,1.0
107261.0,0.0,0.0,0.0,0.0,1.0
107268.0,0.0,0.0,0.0,0.0,1.0
107272.0,0.0,0.0,0.0,1.0,0.0
107290.0,1.0,0.0,0.0,0.0,0.0
107298.0,0.0,0.0,0.0,1.0,0.0
107314.0,0.0,0.0,0.0,0.0,1.0
107355.0,0.0,0.0,0.0,0.0,1.0
107374.0,0.0,0.0,0.0,0.0,1.0
107379.0,0.0,0.0,0.0,0.0,1.0
107383.0,0.0,0.0,0.0,0.0,1.0
107388.0,0.0,0.0,0.0,0.0,1.0
107394.0,0.0,0.0,0.0,0.0,1.0
107403.0,0.0,0.0,0.0,0.0,1.0
107406.0,0.0,0.0,0.0,0.0,1.0
107415.0,0.0,0.0,0.0,0.0,1.0
107422.0,0.0,0.0,0.0,0.0,1.0
107434.0,1.0,0.0,0.0,0.0,0.0
107435.0,0.0,0.0,0.0,1.0,0.0
107454.0,0.0,0.0,0.0,0.0,1.0
107461.0,0.0,0.0,0.0,1.0,0.0
107466.0,0.0,0.0,0.0,0.0,1.0
107480.0,0.0,0.0,0.0,1.0,0.0
107496.0,0.0,0.0,0.0,0.0,1.0
107510.0,0.0,0.0,0.0,1.0,0.0
107517.0,0.0,0.0,0.0,0.0,1.0
107521.0,0.0,0.0,0.0,0.0,1.0
107524.0,0.0,0.0,0.0,0.0,1.0
107527.0,0.0,0.0,0.0,0.0,1.0
107539.0,0.0,0.0,0.0,1.0,0.0
107553.0,0.0,0.0,0.0,0.0,1.0
107555.0,1.0,0.0,0.0,0.0,0.0
107559.0,0.0,0.0,0.0,0.0,1.0
107560.0,0.0,0.0,0.0,0.0,1.0
107562.0,1.0,0.0,0.0,0.0,0.0
107563.0,0.0,0.0,0.0,0.0,1.0
107573.0,0.0,0.0,0.0,1.0,0.0
107576.0,0.0,0.0,0.0,0.0,1.0
107583.0,0.0,0.0,0.0,0.0,1.0
107593.0,0.0,0.0,0.0,0.0,1.0
107597.0,0.0,0.0,0.0,0.0,1.0
107606.0,0.0,0.0,0.0,0.0,1.0
107608.0,0.0,0.0,0.0,0.0,1.0
107610.0,0.0,0.0,0.0,1.0,0.0
107613.0,0.0,0.0,0.0,0.0,1.0
107616.0,0.0,0.0,0.0,0.0,1.0
107619.0,0.0,0.0,0.0,1.0,0.0
107627.0,0.0,0.0,0.0,0.0,1.0
107629.0,0.0,0.0,0.0,0.0,1.0
107631.0,0.0,0.0,0.0,0.0,1.0
107660.0,0.0,0.0,0.0,0.0,1.0
107688.0,0.0,0.0,0.0,1.0,0.0
107692.0,0.0,0.0,0.0,1.0,0.0
107709.0,0.0,0.0,0.0,0.0,1.0
107720.0,0.0,0.0,0.0,0.0,1.0
107736.0,0.0,0.0,0.0,0.0,1.0
107745.0,1.0,0.0,0.0,0.0,0.0
107747.0,0.0,0.0,0.0,0.0,1.0
107794.0,0.0,0.0,0.0,0.0,1.0
107810.0,0.0,0.0,0.0,0.0,1.0
107823.0,0.0,0.0,0.0,1.0,0.0
107828.0,0.0,0.0,0.0,1.0,0.0
107831.0,0.0,0.0,0.0,0.0,1.0
107849.0,0.0,0.0,0.0,1.0,0.0
107859.0,0.0,0.0,0.0,0.0,1.0
107888.0,0.0,0.0,0.0,1.0,0.0
107943.0,0.0,0.0,0.0,0.0,1.0
107946.0,0.0,0.0,0.0,0.0,1.0
